StringId	Values
log.epicWar.otherAttackedSelfLose	[#c1ff56]遭到攻击，失败，[#c10000]{0}[#c1ff56]战胜了您，伤血[#c10000]{1}[#c1ff56]，对方伤血[#c10000]{2}
log.epicWar.guild.register	[#c10000]{0}[#363636]加入到了公会争霸战，公会的力量增强了！
log.epicWar.guild.revive	[#c10000]{0}[#363636]重新复活后，又投入了战斗中，大家为他这种屡败屡战的精神鼓掌吧！
log.epicWar.guild.kill	[#c10000]({1})[#363636]公会的[#c10000]{0}[#363636]杀死了[#c10000]({3})[#363636]公会的[#c10000]{2}！
log.epicWar.guild.wins	[#c10000]({1})[#363636]公会的[#c10000]{0}[#363636]势不可挡，已经连续胜利了[#c10000]{2}[#363636]场！连对手都开始颤栗了！
name.city101	[#92D46C]奥里亚村
name.city102	[#02CDA9]斯巴达
name.city103	[#6CA7D4]奥林匹亚
name.city104	[#D4846C]米利都
name.city105	[#ABD66C]海神殿
name.city106	[#F94400]特洛伊
name.city107	[#ABD66C]雅典
name.city108	[#D66C6C]塔尔塔罗斯
name.city109	[#AA6CD6]奥林匹斯山
name.city110	[#D6C56C]利姆诺斯岛
name.city01	奥里亚村
name.city02	斯巴达
name.city03	奥林匹亚
name.city04	米利都
name.city05	海神殿
name.city06	特洛伊
name.city07	雅典
name.city08	塔尔塔罗斯
name.city09	奥林匹斯山
name.city10	利姆诺斯岛
name.city11	克里特岛
name.field01	奥里亚村的野外
name.field02	斯巴达的野外
name.field03	奥林匹亚的野外
name.field04	米利都的野外
name.field05	海神殿的野外
name.field06	特洛伊的野外
name.field07	雅典的野外
name.field08	塔尔塔罗斯的野外
name.field09	奥林匹斯山的野外
name.field10	利姆诺斯岛的野外
static.city11Info	敬请期待
static.worldChats1	[#ff5f27]玩家：
static.worldChats2	[#7fff58]说：[#ffe980]
One	服务器1
Two	服务器2
Three	服务器3
name.male	男
name.female	女
name.maintask.1	拯救村民
name.maintask.2	教训逃兵
name.maintask.3	节外生枝
name.maintask.4	佣兵的切磋
name.maintask.5	逃兵队长
name.maintask.6	佣兵的决定
name.maintask.7	神迹显现
name.maintask.8	主神的指引
name.maintask.9	寻找钥匙
name.maintask.10	消灭独眼巨人
name.maintask.11	佣兵的救赎
name.maintask.12	侦查斯巴达
name.maintask.13	战神的招募
name.maintask.14	遗失的战矛
name.maintask.15	作乱的半人马
name.maintask.16	遭遇袭击
name.maintask.17	修理战车
name.maintask.18	战神的盔甲
name.maintask.19	寻找铁匠
name.maintask.20	挑战阿瑞斯
name.maintask.21	侦查奥林匹亚
name.maintask.22	破烂的神庙
name.maintask.23	修复神像
name.maintask.24	险象环生
name.maintask.25	兽人的逆袭
name.maintask.26	祸乱的根源
name.maintask.27	背后主使
name.maintask.28	更大的挑战
name.maintask.29	战前准备
name.maintask.30	阿特拉斯的考验
name.maintask.31	波塞冬的下落
name.maintask.32	寻找线索
name.maintask.33	接受帮助
name.maintask.34	米利都的警告
name.maintask.35	狮鹫来袭
name.maintask.36	打扫战场
name.maintask.37	蛛丝马迹
name.maintask.38	准备出航
name.maintask.39	寻找海神殿
name.maintask.40	复仇女神的阻拦
name.maintask.41	海底世界
name.maintask.42	探路
name.maintask.43	危机来临
name.maintask.44	主动出击
name.maintask.45	愚蠢的鱼人
name.maintask.46	找到波塞冬
name.maintask.47	救治
name.maintask.48	携手前进
name.maintask.49	宿命的敌对
name.maintask.50	俄刻阿诺斯的退位
name.maintask.51	干旱的城市
name.maintask.52	特洛伊之殃
name.maintask.53	佣兵的援手
name.maintask.54	寻找罪魁祸首
name.maintask.55	食人魔出没
name.maintask.56	受伤的阿波罗
name.maintask.57	生力军的加入
name.maintask.58	定策
name.maintask.59	许珀里翁的弱点
name.maintask.60	太阳神的陨落
name.maintask.61	废墟的秘密
name.maintask.62	平民的力量
name.maintask.63	重建雅典
name.maintask.64	人类的反击
name.maintask.65	树人的偷袭
name.maintask.66	受伤的哈迪斯
name.maintask.67	疗伤良药
name.maintask.68	愤怒的哈迪斯
name.maintask.69	地狱的入口
name.maintask.70	三头犬的叛变
name.maintask.71	地狱之旅
name.maintask.72	拦路者
name.maintask.73	迷糊的向导
name.maintask.74	不受欢迎的客人
name.maintask.75	地狱牛头
name.maintask.76	冥王的武器
name.maintask.77	冥王之剑的下落
name.maintask.78	看门狗的背叛
name.maintask.79	寻找弱点
name.maintask.80	三头犬之死
name.maintask.81	目标！圣山
name.maintask.82	伏击
name.maintask.83	势如破竹
name.maintask.84	当机立断
name.maintask.85	作呕的半人羊
name.maintask.86	迟来的帮手
name.maintask.87	齐心合力
name.maintask.88	清除党羽
name.maintask.89	疑云重重
name.maintask.90	偷袭死神
name.maintask.91	利姆诺斯岛
name.maintask.92	逃亡的泰坦
name.maintask.93	追踪
name.maintask.94	黎明前的黑暗
name.maintask.95	喽啰女妖
name.maintask.96	和平的曙光
name.maintask.97	自取灭亡
name.maintask.98	最后的总攻
name.maintask.99	重生还是毁灭
name.maintask.100	克罗诺斯的下场
tip.maintask.1	诸神大战后，世界仍未平复，奥里亚村亦无法幸免！村民一直被奇怪的生物骚扰！
tip.maintask.2	村长告之，最大的灾难就是那些逃兵，溃败的泰坦士兵！他们不仅失去了信仰，而且变得无恶不作！
tip.maintask.3	村长要求你尽可能的组织村民，防止逃兵反扑！将损失降到最低。
tip.maintask.4	除了要抵挡逃兵，还要防止浑水摸鱼，最好的办法是组织村民，让其切磋！
tip.maintask.5	逃兵在他们队长的组织下，开始反击，擒贼先擒王，干掉队长！
tip.maintask.6	他们们仓皇而逃，面对千疮百孔村子，你应该有了决定！
tip.maintask.7	奥里亚村突然飘过一层金色光芒，村民们说那是神迹！是神来到了斯达巴！
tip.maintask.8	村长告诉你，这是神的指引，带着你的队伍消灭逃兵，做诸神的佣兵！
tip.maintask.9	村长将告诉你如何通向斯巴达，去寻找主神!但你必须帮他找到钥匙！
tip.maintask.10	帮助奥里亚干掉时刻威胁村子的独眼巨人后，前往斯巴达寻找战神！
tip.maintask.11	斯巴达并不是净土，战争的痕迹依旧还在，人们需要佣兵的帮助！
tip.maintask.12	铁匠铺老板-威利斯请你侦查下斯巴达，之后他就会告诉你如何找到战神阿瑞斯！
tip.maintask.13	威利斯告诉你，阿瑞斯正在招募神之佣兵，但是你却苦于无人引荐！
tip.maintask.14	威利斯请你找到阿瑞斯在上次大战中丢失的武器，战神之矛！
tip.maintask.15	阿瑞斯在与半人马的战斗中，遗失了自己的长矛。找回战神之矛也许可以从这个线索入手！
tip.maintask.16	当还在思考怎么找到半人马的时候，它们的袭击却已经逼近你了！
tip.maintask.17	干掉半人马也许很容易，但是要追上它可不简单！当务之急先修理好战车！
tip.maintask.18	终于找到半人马的巢穴，一场大战下来，竟然意外得到了战神的盔甲！
tip.maintask.19	找到威利斯，修理好战神的盔甲，然后去找战神，成为他的佣兵！
tip.maintask.20	战神非常感谢你找到了盔甲，但是要成为他认可的佣兵，必须通过阿瑞斯的考察
tip.maintask.21	成为神之佣兵仅仅是第一步，现在的目标是奥林匹亚的阿特拉斯！不过你要先侦查奥林匹亚！
tip.maintask.22	在搜寻奥林匹亚的过程中，意外发现了一座破烂的神庙，居然是雅典娜神谕！
tip.maintask.23	修缮被损坏的神像，雅典娜会很高兴！如果能得到她的帮助，除掉阿特拉斯就容易多了！
tip.maintask.24	雅典娜告诉你，泰坦的兽人部队不会坐以待毙！必须要做好充足的准备！
tip.maintask.25	兽人们来了，它们听令于泰坦！残忍并且嗜血。必须要阻止它们破坏奥林匹亚！
tip.maintask.26	兽人们的智商不高，但这次攻击明显很有组织，雅典娜希望你找到根源！
tip.maintask.27	一切都清楚了，是阿特拉斯，组织了兽人的进攻，他已经到了奥林匹亚！
tip.maintask.28	诸神之战中泰坦的先锋-阿特拉斯，将是一座不可逾越的高山，你必须求助于雅典娜！
tip.maintask.29	阿特拉斯并不是没有弱点，交战前，雅典娜会给你一些启示！
tip.maintask.30	虽然得到了雅典娜的启示，你仍要独自面对最强劲的对手，击败阿特拉斯，完成使命吧！
tip.maintask.31	宙斯的两个兄弟波塞冬、哈迪斯是取得最终胜利的关键，虽然波塞冬可能在这，但依旧是大海捞针！
tip.maintask.32	上次大战中，波塞冬受伤而走，后来这里传出了他的消息，就不知去向了！
tip.maintask.33	米利都表面看起来很宁静，但宛若黑夜前的黎明令人不安，究竟波塞冬遇到了什么？
tip.maintask.34	据前方传来的消息！似乎有泰坦的小股部队正朝米利都而来！
tip.maintask.35	狮鹫袭击米利都，那些鹰头狮身的怪物，轻易的就可以将人撕成两半！除了杀死它们，你没有退路！
tip.maintask.36	留下一堆尸体后，狮鹫们仓皇而逃！然而米利都的损失也不小！双方都付出了代价！
tip.maintask.37	一名船员告诉你，波塞冬曾经向他打听出海的船，极有可能是去大海中寻找神殿的下落！
tip.maintask.38	终于有了波塞冬的消息，虽然不知海神殿在哪里，但是一定有人知道方向！
tip.maintask.39	茫茫大海，要找到海神殿的下落实在不易，但是使命让你继续坚持下去！
tip.maintask.40	复仇女神从空而降，拦住了去路，很显然泰坦也在寻找波塞冬！
tip.maintask.41	一场大战让你失去了船只，海面一无所获，也许海底有些发现！
tip.maintask.42	进入海底世界，顺着洋流前行，展现在眼前的是一片古老的遗迹，这些一定是第一次诸神之战前的遗迹。
tip.maintask.43	就在你一边寻找波塞冬，一边欣赏海底遗迹的时候，数支长矛向你袭来，生死攸关下必须勇敢镇定。
tip.maintask.44	谁在这里设下埋伏？真正的勇士绝不会坐以待毙，你必须主动出击！
tip.maintask.45	该死的鱼人，他们就是偷袭你的罪魁祸首，这些俄刻阿诺斯的奴仆，绝不能让他们跑掉。
tip.maintask.46	教训了鱼人后，你终于发现了奄奄一息的波塞冬，显然之前的战斗让他伤的很重。
tip.maintask.47	海洋之星，远古之神的秘宝，它为什么会出现在这？不管那么多了，用它治好波塞冬的伤才是。
tip.maintask.48	波塞冬脱离了危险，从他焦急的目光中，看得出，一定还有更重要的事要去完成。
tip.maintask.49	海神的神格，只有掌握了他，才能真正控制大海，然而从始至终它都没有离开过俄刻阿诺斯。
tip.maintask.50	这是一场豪赌，面对的是远古诸海之神，而你背负的却是奥林匹斯众神的命运。波塞冬将为你祈福。
tip.maintask.51	诸神之战已然打响，然而阿波罗所带领的军队却在特洛伊附近失去了消息。前往那里，完成你的使命。
tip.maintask.52	强烈的阳光炙烤着特洛伊，集市小孩诺比告诉你，这灾难是从东面那片神秘的沙漠出现后才开始的。
tip.maintask.53	为了查明高温，以及阿波罗的下落，你决定招募佣兵同伴，一同前往东面的沙漠探查。
tip.maintask.54	茫茫的沙漠中到处散落着人类的尸骨，从装束来看他们生前应该都是众神的勇士。他们的血不能白流。
tip.maintask.55	刚派出去的斥候回报，在沙漠中发现了食人魔的踪迹，这群邪恶的生物，必须被消灭。
tip.maintask.56	历尽千辛万苦，终于在沙漠的中心找到了受伤的阿波罗，原来这片沙漠竟然是他与许珀里翁激战造成的。
tip.maintask.57	阿波罗以及幸存勇士的加入，让你的实力骤然壮大，该结束这场灾难了。
tip.maintask.58	突袭了食人魔的据点后，大家聚在一起，商议接下来的战斗。
tip.maintask.59	许珀里翁是专管光亮的提坦神，然而即使在他的身上也存在光亮照不到的角落。
tip.maintask.60	旧的神祗终将被代替，你的任务就是尽一切可能吸引许珀里翁的注意，让阿波罗的神箭有可乘之机。
tip.maintask.61	邪恶的泰坦军团占领了雅典圣城，但是这里的人早已隐蔽。
tip.maintask.62	正当众神的勇士们在雅典城中被饥饿反复折磨时，躲过一劫的平民及时送来了宝贵的粮食。
tip.maintask.63	在市民的努力下，一座新的雅典城被建立了起来，它将代表众神的意志在凡间绽放光芒。
tip.maintask.64	当人类清楚了泰坦丑恶嘴脸后，所有的力量被团结了起来，它终将会汇聚成一股摧枯拉朽的神力。
tip.maintask.65	树人原本应该是和平的种族，但是此刻他们却被泰坦所蛊惑。
tip.maintask.66	一个意料之外的伤者造访了雅典，他竟然是伟大的冥界之主哈德斯。
tip.maintask.67	那是地狱之火留下的伤痕，治疗它的良药就是雅典城郊神潭中的泉水。
tip.maintask.68	想不到地狱三头犬竟然偷走了哈德斯的冥王之剑，看来只有彻底的消灭它才能熄灭冥王的怒火。
tip.maintask.69	进入地狱的入口冒出滚滚黑烟，刺鼻的硫磺气味让人格外反感，没办法，作为神的佣兵只有硬着头皮向前。
tip.maintask.70	弃神者必须受到惩罚，即使挡在前方的是强大的墨诺提俄斯也不行。
tip.maintask.71	带着冥王的使命走进了地狱，目标很明确，杀死三头犬，夺回冥王之剑！
tip.maintask.72	地狱漫无边界，三头犬更是无迹可寻，半个人影也看不到，也许要做一次拦路者了！
tip.maintask.73	一个小鬼撞上门来，看来想要找到三头犬，只能指望这个小鬼带路了。
tip.maintask.74	三头犬正在深渊中，带路小鬼可以帮忙带你过去。但是必须负责保证它的安全。
